	name	collaborative	pid	modified_at	num_tracks	num_albums	num_followers	tracks
10	popular	false	122017	1493942400	37	35	1	['spotify:track:04DwTuZ2VBdJCCC5TROn7L', 'spotify:track:7qiZfU4dY1lWllzX7mPBI3', 'spotify:track:3SGWp9fJCzgK0WcpcKSQdy', 'spotify:track:1CnPYaKxTVb4LWOtiGOm0m', 'spotify:track:6t2ubAB4iSYOuIpRAOGd4t', 'spotify:track:6wV12xIUb8oFY7lBy4KuQe', 'spotify:track:1PSBzsahR2AKwLJgx8ehBj', 'spotify:track:2dqLk7ezV15LEJEwUmEbXB', 'spotify:track:0prNGof3XqfTvNDxHonvdK', 'spotify:track:6b8Be6ljOzmkOmFslEb23P', 'spotify:track:4tCtwWceOPWzenK2HAIJSb', 'spotify:track:6DNtNfH8hXkqOX1sjqmI7p', 'spotify:track:4pdPtRcBmOSQDlJ3Fk945m', 'spotify:track:4pLwZjInHj3SimIyN9SnOz', 'spotify:track:0PDUDa38GO8lMxLCRc4lL1', 'spotify:track:3NdDpSvN911VPGivFlV5d0', 'spotify:track:7xHWNBFm6ObGEQPaUxHuKO', 'spotify:track:5aAx2yezTd8zXrkmtKl66Z', 'spotify:track:6875MeXyCW0wLyT72Eetmo', 'spotify:track:0QsvXIfqM0zZoerQfsI9lm', 'spotify:track:0ADG9OgdVTL7fgREP75BrZ', 'spotify:track:6D0b04NJIKfEMg040WioJQ', 'spotify:track:6Knv6wdA0luoMUuuoYi2i1', 'spotify:track:2QbFClFyhMMtiurUjuQlAe', 'spotify:track:7BKLCZ1jbUBVqRi2FVlTVw', 'spotify:track:3EmmCZoqpWOTY1g2GBwJoR', 'spotify:track:1FUViuNSldssMIawrOXF2i', 'spotify:track:378iszndTZAR4dH8kwsLC6', 'spotify:track:7nD9nN3jord9wWcfW3Gkcm', 'spotify:track:6JV2JOEocMgcZxYSZelKcc', 'spotify:track:7x5xYW5W42OGPAdHUyyguy', 'spotify:track:1m4dXbkplvaOO4Wbdjbwxs', 'spotify:track:5z46NBsndcpz5sdywfdqul', 'spotify:track:0dA2Mk56wEzDgegdC6R17g', 'spotify:track:09TcIuH1ZO7i4vicWKoaN2', 'spotify:track:3Uyt0WO3wOopnUBCe9BaXl', 'spotify:track:5XZyIOvleZYTh0DD399M90']
11	Hi	false	122018	1453420800	36	28	2	['spotify:track:27PmKcvsjXp7G1IQgLUkYY', 'spotify:track:4uTTsXhygWzSjUxXLHZ4HW', 'spotify:track:7JpewU9FPkJyiOi0CErkpI', 'spotify:track:4bTP7W5HEJYG0jR6EMfNka', 'spotify:track:2iDjCLUOGhJtz5cPHljGVd', 'spotify:track:1ULa3GfdMKs0MfRpm6xVlu', 'spotify:track:5A6OHHy73AR5tLxgTc98zz', 'spotify:track:3e21cX0CVwzkQXiHz7WUQZ', 'spotify:track:1jG29zp5Xmo9PdDdf1b6mO', 'spotify:track:2U65pk38q1ylThzeAxLOYj', 'spotify:track:4w7yrP4RAeeyhfG9nJqQvS', 'spotify:track:0z5ZPs57J2KERwM1tBM2GF', 'spotify:track:55DuTmvSGwNQR4cBgqYuYL', 'spotify:track:2cY7WSxFIsZQaoDNJe7Fz3', 'spotify:track:3aHkbJXFYpPrup2K8wvDOV', 'spotify:track:4BeYlV6QUh81Epo8kfO0Ov', 'spotify:track:4lrQadLrTyfDEaZPjOsI1F', 'spotify:track:5Sm1X46tna50RstHZvw072', 'spotify:track:0FRDRVD3PCsp5EwroPcXxi', 'spotify:track:1ms5tNNdPouTtcD2oVF9Oz', 'spotify:track:0HRSsZiisdMuUrWhzb8ewK', 'spotify:track:4X8SIs6X8At8ONaR405u8c', 'spotify:track:7DTlsMOQjGysXHpwwpHuPl', 'spotify:track:19gEmPjfqSZT0ulDRfjl0m', 'spotify:track:2NRUU0gP1d8Yif8CpsCW8l', 'spotify:track:6Ius4TC0L3cN74HT7ENE6e', 'spotify:track:4E92bmgFiHxvy2SNjXjC3b', 'spotify:track:5MGeW5mHnqeJiM0NPBbkEZ', 'spotify:track:33OG3eJX77UAcaTzQa0xIu', 'spotify:track:7xVLFuuYdAvcTfcP3IG3dS', 'spotify:track:27GmP9AWRs744SzKcpJsTZ', 'spotify:track:2UmtjSvU9FOVKJH9trz7Ht', 'spotify:track:2eivYXxdzwBlRbxltHJ8AK', 'spotify:track:1yYzuNd0KRyHVJ3NH8apBt', 'spotify:track:2ikkgfIIM9kGKZCXzXnTpj', 'spotify:track:1rLl5GAkjPXVbG2B8MrZAi']
12	allie	false	122019	1509321600	39	39	3	['spotify:track:7nZBRPj89rgeZ5eBLp2J7P', 'spotify:track:6J0xeqjdpsUH0W1YBCmD1L', 'spotify:track:6WbADFqMvR8N5u0BvtsWQE', 'spotify:track:3m660poUr1chesgkkjQM7P', 'spotify:track:5AEtlRudpgdT5FtNiuly6Y', 'spotify:track:3OIwIe8A0TGe6Cf1KVimvT', 'spotify:track:5CvBHchU2NdlmxPVoKRYmg', 'spotify:track:40gZOo8P8LlA9NdyL1cuss', 'spotify:track:1mXVgsBdtIVeCLJnSnmtdV', 'spotify:track:1hPfhLeUCo1ltQLXjYkhp4', 'spotify:track:5PB8zB1MOZASboLquvinMF', 'spotify:track:1j4kHkkpqZRBwE0A4CN4Yv', 'spotify:track:6Ll3qUTssdGWMxbwhMud2N', 'spotify:track:6mrKP2jyIQmM0rw6fQryjr', 'spotify:track:0tgVpDi06FyKpA1z0VMD4v', 'spotify:track:7r8idehyb1p3PZXd7PmsEi', 'spotify:track:0Wv5wuenRLI3BcwgT3HPIP', 'spotify:track:18i9mG58WcAWiRP68DYanN', 'spotify:track:0Zbbxnx4SGGHoIow4PpISP', 'spotify:track:5Foe9nJg1uSVMVpMtO1p6z', 'spotify:track:6oNZ0WxqptE7V0qpjtyJ4a', 'spotify:track:11SY8jJkg1CtUgHx37qUlm', 'spotify:track:04EDShdWyBr2aJPqjFjKAQ', 'spotify:track:2MKNOCAV9hTvkZu0i8Qv8A', 'spotify:track:0b1kU7KgZSnH7n7TBy921o', 'spotify:track:5Clel6Y0m0IHaE9gouZ5Cl', 'spotify:track:2Al2jpWU7beRUaak4eq5jQ', 'spotify:track:3okdJc9o2k1Bj5OnYOJTga', 'spotify:track:01iyINEYgPQ7ThMZuHUsqS', 'spotify:track:6lOWoTqVnAWXchddtTH31W', 'spotify:track:7y4JznkAv2W3IKw9T1o2VK', 'spotify:track:32DGGj6KlNuBr6WaqRxpxi', 'spotify:track:65wnZsZLKJimfK1cTFOfa1', 'spotify:track:7iDa6hUg2VgEL1o1HjmfBn', 'spotify:track:7qXTeIDkqZIexgdCXrxIrB', 'spotify:track:647MV7NvGdOtq5qNcDdLBL', 'spotify:track:7EmGUiUaOSGDnUUQUDrOXC', 'spotify:track:3nTIvcfFkFEUL4cdMaEt5H', 'spotify:track:21dE2qk8jtqdUyML6hXwrB']
13	summer 2017	false	122021	1508371200	40	24	1	['spotify:track:1I6l01BaBgBCVkfQCpIlR6', 'spotify:track:2tznHmp70DxMyr2XhWLOW0', 'spotify:track:2d9totnSVmmczPtHFl8Ys6', 'spotify:track:6ZYS6QQxTLsQ6IFXdVx1r4', 'spotify:track:6oUxfy9C4uDiR8kAQUZb0C', 'spotify:track:5AORo8Zi78XoTcBtHpDRx0', 'spotify:track:52BKcmM9lOgSlZm36N4lxy', 'spotify:track:3T7nrxkZrwteNboySDaGiP', 'spotify:track:603HvZJRA6Xd43e0dlODJM', 'spotify:track:4t0OI7XrODjSkAu3bTPmWj', 'spotify:track:3GCL1PydwsLodcpv0Ll1ch', 'spotify:track:1vrd6UOGamcKNGnSHJQlSt', 'spotify:track:3DrjZArsPsoqbLzUZZV1Id', 'spotify:track:2ythurkTtSiyfK7GprJoFW', 'spotify:track:7qiZfU4dY1lWllzX7mPBI3', 'spotify:track:6PCUP3dWmTjcTtXY02oFdT', 'spotify:track:7MRyJPksH3G2cXHN8UKYzP', 'spotify:track:1jdNcAD8Ir58RlsdGjJJdx', 'spotify:track:5OFcjrC1OiRSBylQgF5HDD', 'spotify:track:5WObuDOxPHlQaoYUf2W4lh', 'spotify:track:0E29BKKGCJHcb7b9oIWgGB', 'spotify:track:7nXGdgcXM75ZqgAh3rosCL', 'spotify:track:7yq4Qj7cqayVTp3FF9CWbm', 'spotify:track:7KXjTSCq5nL1LoYtL7XAwS', 'spotify:track:6jmngk8Fwup05JZ6kgXEGX', 'spotify:track:0CcQNd8CINkwQfe1RDtGV6', 'spotify:track:15dnkAHcHC0vrIUlbiPiqU', 'spotify:track:7vAXN57IQ0sj049wZGIboE', 'spotify:track:4IWAyPf1KMq7JCyGeCjTeH', 'spotify:track:6XLUlVeCNo4T7Gvkmy6NmC', 'spotify:track:0iKvoS34v7uybtIXsOqvon', 'spotify:track:5be60DE1dTfKoeyxQj0tR0', 'spotify:track:5Z3GHaZ6ec9bsiI5BenrbY', 'spotify:track:5bgwqaRSS3M8WHWruHgSL5', 'spotify:track:1pVfFIMl22irgWpMxZWdFa', 'spotify:track:3muBQDekYAg7jm6hDu6R0Z', 'spotify:track:4mKYqRVmYP4tKZGitN2iWh', 'spotify:track:4RCWB3V8V0dignt99LZ8vH', 'spotify:track:75ZvA4QfFiZvzhj2xkaWAh', 'spotify:track:5FPnjikbwlDMULCCCa6ZCJ']
14	Spanish	false	122022	1501718400	24	19	1	['spotify:track:4Fvnz1ZJ86IdqDAepWYPAh', 'spotify:track:2FDFz5TuYlpP180AUicAcl', 'spotify:track:6P3dT8EkJd0LOyZklOl0Na', 'spotify:track:5knj5DnKoHo30GHlHbvkyt', 'spotify:track:3gA2qpAbnuKLQV8Q9ZtIcf', 'spotify:track:1IV8PlSxx5PUiaxKwVrlg9', 'spotify:track:5M7PWsVDDXwDZhPzAe3Bvb', 'spotify:track:3KZI2xeiIRJd8fm84ClxH5', 'spotify:track:4NC9thmbIa5DMkmNobTjep', 'spotify:track:2kgUPa3UUnHIUfySDkg2bm', 'spotify:track:28hj4Sl6CM0XyiBvwIgNit', 'spotify:track:33zYSjKtnMi85jfrGz8oZW', 'spotify:track:3TipAivpyYulP8EWxljY4c', 'spotify:track:4C2zOFgrXxfNGNpYQWIcaH', 'spotify:track:2WoqgtWEBbbBKMDN6Becs7', 'spotify:track:3ceG4WXZiaWQ7tRrBQMs6U', 'spotify:track:4C2zOFgrXxfNGNpYQWIcaH', 'spotify:track:4Ofg5uuH7qqDIXpAJMpXZV', 'spotify:track:4G3aqAPJW5h9izywu75Nro', 'spotify:track:5bNWrwkz74Z6H78Zhh9ISl', 'spotify:track:79xkyiTBHqdGg3SirACPwy', 'spotify:track:3gZWrkh95jhHwQTRk8inIs', 'spotify:track:1U8TNlyCJYNB8RZrhjfZen', 'spotify:track:3ceG4WXZiaWQ7tRrBQMs6U']
15	August	false	122024	1423785600	46	36	1	['spotify:track:5jE48hhRu8E6zBDPRSkEq7', 'spotify:track:3g9DZ7nXZJAIBKRvoXR2ZY', 'spotify:track:2tKOIBLJ2j384tnunmmKi7', 'spotify:track:0BiwipX0cXMzFoMnK52gWJ', 'spotify:track:7cNRqg0lbiqBaGeOlA4AEU', 'spotify:track:5qyq1H5OPMlfuvZQ1wQNo7', 'spotify:track:1B3xfK5jOHtS3jhvntYaKW', 'spotify:track:2EPWt1wqQI17dW14jrGkix', 'spotify:track:44iRIvFclVhmU7Wl0VZ4Tg', 'spotify:track:5fsdwfy87XC8ib8MTDW1pR', 'spotify:track:0ITwTSwgsqcPtRBeNYe9yy', 'spotify:track:388mKnPdjaZ6FCRvmRmGlH', 'spotify:track:5YdrHBh16li6d7U5mdTwUb', 'spotify:track:77JVC8UlQdTw9nEamTbFYB', 'spotify:track:35DgDnnB3iM9waKHz5fgXt', 'spotify:track:7p1kmc8AVgYHKLxDnGIY2H', 'spotify:track:6ZtqlEsh4lq0YUVft1YIJq', 'spotify:track:0aSM7J5o163paC3opsI774', 'spotify:track:0sRTXwKH29RksPgDY7HImt', 'spotify:track:2jOBv78VYIGrvvmmSTTdkl', 'spotify:track:4agvCvRdZJgG4AyGFeJ1yC', 'spotify:track:3h199B4sks5bfqD2HSxEIy', 'spotify:track:3wTc9VRN67pjLzAuCq1jbH', 'spotify:track:2KhIHahkxbzkZho3C3ye2E', 'spotify:track:40rjypnguxfhPy4Bbv5SWc', 'spotify:track:1DgRDQXl3gs9DjBkFJZEMW', 'spotify:track:6bXvkx9ZGDwjFc0oixZs9N', 'spotify:track:4Y3gLYlV5rD3fhirhWKtei', 'spotify:track:0BeZnqZWCtRRmC3ssL1VOm', 'spotify:track:70GIAsiawa6cK7TKnF2pIO', 'spotify:track:3oEekS4xhmFQ88ieCVTZ7H', 'spotify:track:2fQxE0jVrjNMT9oJAXtSJR', 'spotify:track:3HcSFQlcrdz0OMgO1gpuhH', 'spotify:track:33DD0rBPXY5YdJ9yNte4GB', 'spotify:track:1PkoLMoX7j5ZVC0bnKhUY8', 'spotify:track:6AGK95ia1fGm1eDVEkzjOt', 'spotify:track:5w23OxDRtFmj94G6Vs6rto', 'spotify:track:5FWLUMdWgvpzWvfyIzvlln', 'spotify:track:1WnQlunfPFfJMYrHCTF4iC', 'spotify:track:2usngk5vXSKh4oOMDjW0r8', 'spotify:track:0LS7asSXEy6gpdP9XCvdyF', 'spotify:track:7LBbgWuEg6vTCl1RBJsfe7', 'spotify:track:0LOcXq48Q660WIRrMlhEDP', 'spotify:track:14OxJlLdcHNpgsm4DRwDOB', 'spotify:track:6YUTL4dYpB9xZO5qExPf05', 'spotify:track:2pA4ip3VIEVcIa3qE02oAX']
16	Baller	true	122025	1492560000	39	36	1	['spotify:track:4Kz4RdRCceaA9VgTqBhBfa', 'spotify:track:3QlTzofanSqDWywxEzGGE2', 'spotify:track:5tqyZmF6uEoTkD6ja7KZjv', 'spotify:track:6lEIjrQNwJPecJ7mMXjhjo', 'spotify:track:2g8HN35AnVGIk7B8yMucww', 'spotify:track:1MQCTOWVfy4PcuBXkBsHVB', 'spotify:track:3IrkbGQCoEPAkzJ0Tkv8nm', 'spotify:track:0I3q5fE6wg7LIfHGngUTnV', 'spotify:track:6Nr7sLbxiCdIqdfH58ggQT', 'spotify:track:5rLnRYky5ktJYGUMAmqeWx', 'spotify:track:2qOm7ukLyHUXWyR4ZWLwxA', 'spotify:track:2Q21T7gfWltYB592v39re5', 'spotify:track:3LklW07tvdx2AHsgfi1Mng', 'spotify:track:6bUNEbXT7HovLW6BgPCBsb', 'spotify:track:3WibbMr6canxRJXhNtAvLU', 'spotify:track:6jBCehpNMkwFVF3dz4nLIW', 'spotify:track:1ZB2zIoc8AjSuyqKRcJgbO', 'spotify:track:7ALEBJ8LOQqXVJ2tqnXtoH', 'spotify:track:2dLLR6qlu5UJ5gk0dKz0h3', 'spotify:track:4ljDnzzqwnRIynr1g55um4', 'spotify:track:0CAJdthKDdRjB2h8YOguN6', 'spotify:track:2Bz2Q1JNwwPj40T9AvzE7f', 'spotify:track:2W4VOh7SNDK1OFzvT3H3FU', 'spotify:track:5ZDL1Ap2Mwhk5xhmQ41Ei2', 'spotify:track:0FZmAvivvifvtN3pZScbw1', 'spotify:track:3QRM0qZB7oMYavveH0iEqx', 'spotify:track:0NWgQIhsa5Jn9OtmMq56zm', 'spotify:track:2FBUoWkIuQXwayw2RNo5l6', 'spotify:track:2B7hM098uEDiLJqTsUY4Ba', 'spotify:track:1Jo3u8eXp8xobbrvq0FIi9', 'spotify:track:3KiEydhjn7yf58h9jBD5Sa', 'spotify:track:4MgxcG1KUc4qtNc0vJNLHh', 'spotify:track:3OcQkcvTcohs8vO8Rd3sKF', 'spotify:track:2d8JP84HNLKhmd6IYOoupQ', 'spotify:track:5RffPKe3PIsqLmvitL4mMt', 'spotify:track:4LOoPg7TavHtNmCTOfd9XQ', 'spotify:track:3jDdpx9PMlfMBS5tOBHFm9', 'spotify:track:6vFpwoagZKaQveINvGrbFK', 'spotify:track:1J7jP1jFJDVAUEJjqw7QIQ']
17	Summer 2017	false	122027	1503532800	59	55	1	['spotify:track:5CtI0qwDJkDQGwXD1H1cLb', 'spotify:track:3DXncPQOG4VBw3QHh3S817', 'spotify:track:4iLqG9SeJSnt0cSPICSjxv', 'spotify:track:79cuOz3SPQTuFrp8WgftAu', 'spotify:track:1SBj3BmNJ5SNCoC0VtlR9Z', 'spotify:track:51PIvodunv6NmX5250zxAh', 'spotify:track:1UZOjK1BwmwWU14Erba9CZ', 'spotify:track:2mfUa8bLs2s5N4VaqJZ4lZ', 'spotify:track:2Gl0FzuLxflY6nPifJp5Dr', 'spotify:track:5tz69p7tJuGPeMGwNTxYuV', 'spotify:track:38yBBH2jacvDxrznF7h08J', 'spotify:track:1SJtlNRJDeYHioymcvsqev', 'spotify:track:7i2DJ88J7jQ8K7zqFX2fW8', 'spotify:track:1NDxZ7cFAo481dtYWdrUnR', 'spotify:track:4IWAyPf1KMq7JCyGeCjTeH', 'spotify:track:1louJpMmzEicAn7lzDalPW', 'spotify:track:3B54sVLJ402zGa6Xm4YGNe', 'spotify:track:0dA2Mk56wEzDgegdC6R17g', 'spotify:track:0NiXXAI876aGImAd6rTj8w', 'spotify:track:4ZJPwET9Jrgpkqi4Vo3Yg8', 'spotify:track:0lMbuWUpfTWhEmOKxppEau', 'spotify:track:6mORGLOz79w6VsCRLWYYuK', 'spotify:track:6kex4EBAj0WHXDKZMEJaaF', 'spotify:track:5q5gzmbBS5yQzos2BvVr1t', 'spotify:track:1Eck97uRMlprKOOJN9oO1E', 'spotify:track:5pvVAwQbuFoR7LkcicrKnk', 'spotify:track:3QWjljChcOMkRDYSzF33Qr', 'spotify:track:1x5sYLZiu9r5E43kMlt9f8', 'spotify:track:6cPyTS0Kk2sc4xQwC93kOg', 'spotify:track:7KXjTSCq5nL1LoYtL7XAwS', 'spotify:track:3Q3myFA7q4Op95DOpHplaY', 'spotify:track:5Ua3GXyHwiSfpNTMjq6m2z', 'spotify:track:6yHkPtl6UQ7RjtJLBPzbJw', 'spotify:track:3eR23VReFzcdmS7TYCrhCe', 'spotify:track:0wfbD5rAksdXUzRvMfM3x5', 'spotify:track:0VgkVdmE4gld66l8iyGjgx', 'spotify:track:5Ohxk2dO5COHF1krpoPigN', 'spotify:track:6D0b04NJIKfEMg040WioJQ', 'spotify:track:0KKkJNfGyhkQ5aFogxQAPU', 'spotify:track:000xQL6tZNLJzIrtIgxqSl', 'spotify:track:152lZdxL1OR0ZMW6KquMif', 'spotify:track:7mldq42yDuxiUNn08nvzHO', 'spotify:track:5kTvymHsmlmcy5yQWbWO1U', 'spotify:track:3RiPr603aXAoi4GHyXx0uy', 'spotify:track:6RUKPb4LETWmmr3iAEQktW', 'spotify:track:3A7qX2QjDlPnazUsRk5y0M', 'spotify:track:0Z9HQ8YvHqdeOjTwsR3cS7', 'spotify:track:1OAh8uOEOvTDqkKFsKksCi', 'spotify:track:3PEgB3fkiojxms35ntsTgs', 'spotify:track:6jA8HL9i4QGzsj6fjoxp8Y', 'spotify:track:7qs2GAglLWfxEfmO8u2u0A', 'spotify:track:4gqMQftUs22F8pOGVn5Acr', 'spotify:track:6u7jM7ms8eiEIs2G7DANWP', 'spotify:track:5bcTCxgc7xVfSaMV3RuVke', 'spotify:track:7F9vK8hNFMml4GtHsaXui6', 'spotify:track:3ebXMykcMXOcLeJ9xZ17XH', 'spotify:track:0jdny0dhgjUwoIp5GkqEaA', 'spotify:track:78rIJddV4X0HkNAInEcYde', 'spotify:track:2771LMNxwf62FTAdpJMQfM']
18	Workout	false	122029	1414972800	53	51	2	['spotify:track:3nPpCn5nYTMg0ajmzv57Jq', 'spotify:track:1IxhOlBQbSS3xie7LYQs4q', 'spotify:track:3ezkJgagRPZ39KCTrKcSI7', 'spotify:track:38JE3O2HocFNvtljgtlNKv', 'spotify:track:1DZfcSkibPHM9h8lPFT7LT', 'spotify:track:5WSL7UTa38jMWoBzObD4BD', 'spotify:track:6lc6S1eIoJhi6YJn6lCnHB', 'spotify:track:6wW00GhSqSdj14PTNURSAM', 'spotify:track:7bJUkF96TYazaRp8ZH3Ars', 'spotify:track:0PXbvWyX7FMhWHD4JvBKOq', 'spotify:track:0EQX7mja03ROIBNE5cmgbk', 'spotify:track:6sBI4pZEU7LPAg5OiyQwOM', 'spotify:track:6E0dc82Da4W5QWXR8ktoGT', 'spotify:track:6AuVeIzZZxeIQTXhQARyT2', 'spotify:track:0QIYINh2AwmOmdu8CRYvlw', 'spotify:track:3AclCmFOMUd2MebCQoEZfp', 'spotify:track:3V2cgvvI483DKomiZBYsAA', 'spotify:track:5Ctpec4KeYU4tqfgh9xNhe', 'spotify:track:0vBpyfpW2lARGh3AZFtWRi', 'spotify:track:6ngavex4sZrVTif1wwRof0', 'spotify:track:0e9bLw658CErvV0g3byHHR', 'spotify:track:3Oiauiojgokw9vWQvFmEoI', 'spotify:track:7569Hbv0FUS7vjkdGvdgeZ', 'spotify:track:4XXdQctUlL1FOmHBbdLkIp', 'spotify:track:6JEntXLt4z98CcDtIH9sU7', 'spotify:track:0iQM893I28LwEkXUVDsrFg', 'spotify:track:6Gm86jjbNQZoc8tgyKhrpo', 'spotify:track:4b4c0oH7PtrPsI86drzgFs', 'spotify:track:20Td7JQyUwQb5P5vl06cWc', 'spotify:track:0rFTPTXuVFIOYGnqXbWm3X', 'spotify:track:3va6dzTt8UteBhbbIzTmNq', 'spotify:track:55LqAafhLoNmahQ9fkIOHY', 'spotify:track:5Xhhp2oYeueCjTI06r6LHC', 'spotify:track:2xMS1khdU5FHX1KEiNTVdi', 'spotify:track:4OB9udVO09Lh8VLmgaLwyk', 'spotify:track:0PfifiOsgD9cPoA5lr7hCg', 'spotify:track:5cj8mnNuhZ4KZhxjSLTrQi', 'spotify:track:3ha0enlsnDEreCMHu4l2SV', 'spotify:track:1UDcigBTxJ1OgXbXGgrcNo', 'spotify:track:4nrK0G6pOEuhMxn3hAaava', 'spotify:track:7L9B87n4Hl0mBw2k1TBriW', 'spotify:track:2J44FXo6c4l2Wy4yBcvCWR', 'spotify:track:6OwSxBr1UqC7fzvFwWG3g9', 'spotify:track:2SSFvQBwsxeazzo7z5l9gD', 'spotify:track:04e0SKFVsa0FLLW1Ednmdu', 'spotify:track:1Thv8uCYzyOFC7PME9J936', 'spotify:track:26s79pNvksAh8tlEembKm3', 'spotify:track:3hRZ3GEpVAl0el36jCsyZh', 'spotify:track:7m47Go71qTMBs4kTH7U8F8', 'spotify:track:4ku03f8oyVlgqpJ3EmnAcy', 'spotify:track:03oL5fV4T4Yqm2DLSOAGb2', 'spotify:track:6eIacmhkE82vZlMDnGS7aP', 'spotify:track:3KHwhq1ZsfBwRYtacrXqVP']
19	work	false	122030	1502928000	39	33	1	['spotify:track:4EnkwZd0UJAuHpNMMemQaA', 'spotify:track:0Y2QejubtJugRGvfPgOQ1w', 'spotify:track:4dY4JVC0Q9CwpeZ6JAclIc', 'spotify:track:4GdB5M7GbwLZLouktYocFC', 'spotify:track:63BokRfXSQhEU6Qi2dSJpZ', 'spotify:track:0cfqYhY6B8PbGF9vaVNUeG', 'spotify:track:1oTHteQbmJw15rPxPVXUTv', 'spotify:track:2l57cfmCnOkwNX1tky02n1', 'spotify:track:0EQknhinIfbJ12hwMGjOY5', 'spotify:track:5nkYHBWXu7KCgcdwP6jcB1', 'spotify:track:0Ylaocf86J0PZAhjAP8wzl', 'spotify:track:4paJ10JPNCyOaLtz2cY928', 'spotify:track:7sNhXWrg9eW3qRqeuePaIC', 'spotify:track:2g8HN35AnVGIk7B8yMucww', 'spotify:track:3ZOEytgrvLwQaqXreDs2Jx', 'spotify:track:12qZHAeOyTf93YAWvGDTat', 'spotify:track:2H3BNi4FyJqjpbTv8qfTtI', 'spotify:track:34Fulx6Umr9LoA4UKdcjVP', 'spotify:track:62ZlScwF8VZuGEFaAo3TNZ', 'spotify:track:2FN3EoQdX5eqXpGTkKiRh7', 'spotify:track:2EC9IJj7g0mN1Q5VrZkiYY', 'spotify:track:0USXb7vV2uLFdhjBmxAIgk', 'spotify:track:51T1wGHtx6hXW89UCzw1Rc', 'spotify:track:2oxWmwLmnVkBujTbllajwo', 'spotify:track:1AfYo6cKm3yHsJHdmNoGO1', 'spotify:track:1MQCTOWVfy4PcuBXkBsHVB', 'spotify:track:4INDiWSKvqSKDEu7mh8HFz', 'spotify:track:5PONCrsJnRyMsHBsnUS6I9', 'spotify:track:119c93MHjrDLJTApCVGpvx', 'spotify:track:2Dts49OexROL2KvCK2sokf', 'spotify:track:6ltPEsP4edATzvinHOzvk2', 'spotify:track:20LxTsa6936zOlzTWqoPVt', 'spotify:track:5XhkV07Vou38wnrzwURUOC', 'spotify:track:0WKYRFtH6KKbaNWjsxqm70', 'spotify:track:1xIxMz1sNQ4b6svH1GuTtF', 'spotify:track:3UCDrOA37BBdcExyIpN3Xj', 'spotify:track:7mQpjD5wTzsLTRRg5OZz7f', 'spotify:track:2EWpa5XnAuSn0sIkSSIhYk', 'spotify:track:1ZTtm8DfHjK9EuDZIEPpn0']
20	CHRISTMAS	false	122031	1481068800	46	15	1	['spotify:track:5hfAJno3mZYeKYzqo8Kx8f', 'spotify:track:6Ct6dvFcDPJpsURphUzcyH', 'spotify:track:7f2heXmnd24lwz7ng32qZ1', 'spotify:track:5nRXJcbo7qNIeWSE2j3zi4', 'spotify:track:7w3NfqqpKCF0PEZHE91u3X', 'spotify:track:1KTopLtzIdyLEa9fxSlpjp', 'spotify:track:6kKOHjqqplM53wfKj7MsQS', 'spotify:track:5ud4C9PMcwOUnkk4AVE25V', 'spotify:track:11z1JurPPy9AwmfPjR7vIn', 'spotify:track:77GcYr9JP6uvJM0kPa6Nzk', 'spotify:track:5c3nsZDkyuV30YYzQfw1ZG', 'spotify:track:0E8eAVCGmOk78xebmDEBfF', 'spotify:track:79JxN987ZcVnbXBODFoS0y', 'spotify:track:6LXppA5oAjUjxJKj6Od7Zb', 'spotify:track:4LjPd3Sd07fTPu0bZvsfM3', 'spotify:track:6IuZ8Ah8uztctV9RxZVukB', 'spotify:track:5P8Xvy5tzhmfyfA6GplQ8h', 'spotify:track:6F2fBbJN8jsxbARj9xvbKe', 'spotify:track:79UER7d96STLi2ulxkqK6f', 'spotify:track:13Sn6UMWA6O8CzO6UFeF2F', 'spotify:track:1ADjWm8QNhgNV8yCNNgQ1T', 'spotify:track:6OtzKf2fTvYtisqBUx5poO', 'spotify:track:6o94nmp72lGvcFfaF6dsjZ', 'spotify:track:6dVa1lUKHU2Jqkh6530irt', 'spotify:track:4y3KfP1FoIPqkUOuZhhvdS', 'spotify:track:3OfiRybgoMcTtEFKuvyx0r', 'spotify:track:6alKswvFckHEeNtO3JFvZl', 'spotify:track:0uG7N4hCYktGJrWIp9cfYz', 'spotify:track:128P4o9nj5P7PMrnKib8QM', 'spotify:track:550rQQCGkrTzvp4SfpOPzx', 'spotify:track:6QUzx4rKDId0AhloBuE4KK', 'spotify:track:3tdV0DSPeNQoWcNak4nGSY', 'spotify:track:6aSmBLyOZIQ3I6MkgemuQA', 'spotify:track:5f5wlkRHWhYxOdp1hOUsTb', 'spotify:track:1b9A1oBHp4Mlyu8izKAGME', 'spotify:track:4mxcFjRs6zgf4GfoqmEgVN', 'spotify:track:2GPCt4sU9Gm3sbAiYizfwO', 'spotify:track:36qBNOej08iBtLUrPK6PA7', 'spotify:track:5H5sXXxT0QwsJt5AIPjrhm', 'spotify:track:3MoiUoz5Qyic6KDtipOSMj', 'spotify:track:2L0KL66EuxLHiJZX7Uj6I3', 'spotify:track:36JTeBkgB8Gl5bUEuFGthU', 'spotify:track:5bjWdBx64POBYiUny759hy', 'spotify:track:4z8sz6E4YyFuEkv5o7IJni', 'spotify:track:41XCLKG0xl01mGprBDtTNS', 'spotify:track:1o7sX1E1rGlcdciMn23Dps']
